Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Inti Number - 13,None,,"Mystery, Thriller",,,PannaRoyal,"Anandraj, Naveed Babu, Tanikella Bharani, Irfan",,
Raajniti,None,,"Action, Crime, Drama",5.8,1985,Thakur Tapasvi,"Ranjeet Bedi, Tina Ghai, Iqbal Hasan, B.N. Sharma",,8
Kuch Der Aur,None,65,Drama,8.7,2018,Anurag Kawatra,"Meenu Kawatra, Saajan Kataria, Rajesh Navgain, Niharika Kundu",,42
Apne Rang Hazaar,None,124,"Drama, Romance",6.1,1975,Ravi Tandon,"Sanjeev Kumar, Leena Chandavarkar, Danny Denzongpa, Bindu Desai",,18
Rustom,None,139,Drama,6.6,1982,Dara Singh Randhawa,"Dara Singh Randhawa, Tanuja Samarth, Sohrab Modi, Vishal Desai",,27
Sembattai,Not Rated,159,Drama,,2012,Ganesh,"Dilipan, Gauri Nambiar, Cheran Raj, Thanusree",,
Chakram,None,,"Action, Comedy, Drama",4.3,2003,A.K. Lohithadas,"Prithviraj Sukumaran, Vijeesh, Meera Jasmine, Meghanadhan",,134
Tungrus,None,13,"Documentary, Short, Comedy",7.6,2018,Rishi Chandna,"Aasim Bharde, Celestine Bharde, Nusrat Bharde, Sameer Bharde",,166
Family 423,None,,Comedy,5.0,2007,Gurchet Chitrakar,"Gurchet Chitrakar, Gurdeep Kakrala, Gagan Gill, Prakash Gaadhu",,7
Chatrapati Shashan,None,,Action,7.5,2019,Khushal Mhetre,"Santosh Juvekar, Makrand Deshpande, Kishore Kadam, Abhijeet Chavan",,13
Gulabi,None,,Drama,7.2,2014,"Guddu Dhanoa, 
Prashant Vilankar, 
Prashant Vilankar","Vinay Apte, Pakhi Hegde, Sachin Khedekar, Vineet Sharma",,6
100 Years of Chrysostom,None,,"Documentary, Biography",7.0,2018,Blessy,"Narendra Modi, Mohanlal, Jagathi Sreekumar",,20
Cabaret Dancer,None,,None,,1986,N. Sankaran Nair,"Anuradha, M.G. Soman, Janardanan, Lalithasree",,
Yeh Aashiqui Meri,None,,None,6.0,1998,Akash Khurana,"Atul Agnihotri, Mohan Bhandari, Pooja Bhatt, Anupama Dharkar",,13
Chand Aur Suraj,None,154,"Crime, Drama, Mystery",7.2,1965,Dulal Guha,"Ashok Kumar, Dharmendra, Nirupa Roy, Tanuja Samarth",,32
Chowdhury Rajbari,None,138,Drama,9.4,2017,Sanjoy Bardhon,"Namita Chakraborty, Biplab Chatterjee, Rajat Ganguly, Payel Mukherjee",,16
Avani,None,9,"Short, Crime, Drama",,2016,Arjun Kamath,"Arvind Devadhirajan, Avantika Mishra",,
Alia Bhatt & The Doorbeen: Prada,None,3,Music,4.7,2019,Crevixa,"Alia Bhatt, Gautam Sharma",,93
Padosi,None,135,Drama,7.7,1941,Shantaram Rajaram Vankudre,"Mazhar Khan, Gajanan Jagirdar, Anees Khatoon, Balwant Singh",,15
Kokkarakko,Not Rated,149,Comedy,4.8,1995,K.K. Haridas,"Dileep, Sudheesh, Mala Aravindan, Indrans",,48
Showkar,None,177,Drama,8.4,1950,L.V. Prasad,"Sowcar Janaki, Govindrajulu Subba Rao, N.T. Rama Rao, S.V. Ranga Rao",,49
Aajoba Vayat Aale,None,,Drama,,2011,Prasad Pandit,"Sandeep Bhansali, Rupali Bhosale, Pushkaraj Chirputkar, Umesh Damle",,
Raaj,Not Rated,155,"Drama, Romance",4.5,2011,V.N. Aditya,"Sumanth, Priyamani, Vimala Raman, Giri Babu",,61
Rasika,Not Rated,116,Romance,6.2,1994,B.S. Dwarakish,"Bhanupriya, B.S. Dwarakish, Puneet Issar, Jayanthi",,7
Chaurahen,Not Rated,84,Drama,5.3,2007,Rajshree Ojha,"Zeenat Aman, Victor Banerjee, Kiera Chaplin, Roopa Ganguly",,64
Chaitanyam,None,132,Drama,6.5,2021,Surya,"Kautilya, Yashika, Raghunadh Eswar Reddy, Sundaram",,169
Dil Taan Pagal Hai,None,,"Short, Romance",,2001,,Babbu Mann,,
Mera Yaar Mera Dushman,None,,"Musical, Mystery",4.5,1987,Anil Ganguly,"Beena Banerjee, Master Bhagwan, Ardhendu Bose, Mithun Chakraborty",,15
Zevar,None,,"Drama, Comedy, Family",7.0,1987,Basu Chatterjee,"Anupam Kher, Alok Nath, Ravi Baswani, Sushmita Mukherjee",,45
Preet Janmo Janam Ni Bhulashe Nahi,None,,Drama,,2009,Haresh Patel,Pranjal Bhatt,,
Kaamwali,None,,Drama,,2006,Suresh Jain,"Tanveer, Abu Khan, Shaheen, Urmila",,
Aulaad Ki Khatir,None,,Drama,,1990,Kanwar Jagdish,"Mohan Choti, Deep Dhillon, Kamal Kapoor, Pinchoo Kapoor",,
Win Marathon,None,94,"Drama, Sport",9.1,2018,"Aryan Neeraaj Anand, 
Shubhanshu Satyadeo","Aryan Neeraaj Anand, Ankita Bahuguna, Preena Jhamb, Anjani Kumar Singh",,74
Devi Ahilya Bai,None,146,"Biography, Drama, History",7.0,2002,"Jayoo, 
Natiker","Sadashiv Amrapurkar, Shabana Azmi, Bharati Jaffrey, Mallika Prasad",,23
Sun Sahiba Sun,None,,"Short, Music, Romance",,2004,,"Shweta Agarwal, Upen Patel",,
Saawariya - Khatu Shyam Ji Ki Amar Gatha,None,138,Drama,,2013,Vinod Chhabra,"Shakti Kapoor, Kader Khan, Sara Khan, Mukesh Khanna",,
Mayabazaar,None,150,"Comedy, Family",6.8,2006,Mohana Krishna Indraganti,"Mohammad Ali, S.P. Balasubrahmanyam, Tanikella Bharani, Bhoomika Chawla",,66
Baila ho baykola kho,None,120,Drama,,2013,"Nitin Kamble, 
Nitin Kamble","Vijay Chavan, Nitin Kamble, Sanjay Narvekar, Kamlesh Sawant",,
Awaragardi,None,,Action,5.4,1990,Swaroop Kumar,"Aditya Pancholi, Kimi Katkar, Sahila Chaddha, Hemant Birje",,10
Jaise Ko Taisa,Not Rated,134,"Drama, Family",5.2,1973,Murugan Kumaran,"Jeetendra, Reena Roy, Srividya, Anwar Hussain",,41
Nishaan: The Target,None,,Mystery,,2005,Sharad Chaudhary,"Rajat Bedi, Kapil Jhaveri, Mumait Khan, Pratiksha Patel",,
Ponnukku Thanga Manasu,Not Rated,126,None,,1973,P. Madhavan,"Jayachitra, Vijay Kumar, Sivakumar",,
Room No. 203,None,,Mystery,,1980,,"Parikshit Sahni, Bindu Desai, Shyamalee, Jagdeep",,
Edakallu Guddada Mele,None,,None,8.2,1973,S.R. Puttana Kanagal,"Jayanthi, Arathi, Jayanthi Jr., Ranga",,61
Hogaya Dimaagh Ka Dahi,None,124,"Comedy, Drama",3.7,2015,Fauzia Arshi,"Rajesh Bakshi, Danish Bhatt, Bunty Chopra, Neha Karhad",,52
Luckee,None,,"Comedy, Drama",4.6,2019,Sanjay Jadhav,"Abhay Mahajan, Deepti Sati, Chetan Dalvi, Sanika Ghaisas",,48
Jibana Saathi,None,,Drama,,2017,,"Madhumita, Pintu Nanda, Satyaki Misra, Bikram",,
Pottelu Punnamma,None,147,Drama,8.4,1978,R. Thyagaraajan,"Mohan Babu, Jayamalini, Murali Mohan, Nagesh",,29
Guppedu Manasu,None,124,Drama,7.3,1979,K. Balachander,"Sujatha, Sarath Babu, Saritha, G.V. Narayana Rao",,18
Hum Se Hai Zamana,Not Rated,119,Action,5.9,1983,Deepak Bahry,"Mithun Chakraborty, Zeenat Aman, Danny Denzongpa, Kamal Kapoor",,57
Operation Olipporu,None,58,"Action, Comedy, Thriller",9.0,2021,Akshay Ajayakumar,"Akhil S., Arjun R S, Ananthan G.T, Ajit Kumar",,87
Jai Sreeram,None,,Action,6.6,2013,Sai Balaji,Uday Kiran,,5
Mithoon Feat. Arijit Singh & Asees Kaur: Intezaar,None,4,Music,8.7,2019,Arif Khan,"Gurmeet Choudhary, Dishant Guliya, Sanaya Irani, Asees Kaur",,32
Simran 21F,None,32,"Short, Romance, Thriller",,2021,V.S. Prasanna,"Balucharan, Deeksha, Jayanth, Murali Krishna Reddy",,
Biswa Kalyan Rath: Sushi,TV-MA,60,Comedy,7.4,2019,Siddharth Vasani,Biswa Kalyan Rath,,946
Song HomeLess Jot Sidhu ft Roop Bhullar Director Robin Zaildar,None,,Short,,2019,,"Jot Sidhu, Robin Zaildar",,
Aasra Pyaar Da,None,150,Drama,8.0,1983,J. Om Prakash,"Raj Babbar, Mohan Baggad, Kirron Kher, Mehar Mittal",,37
Phhir,None,100,"Drama, Mystery, Romance",5.2,2011,Girish Dhamija,"Rajneesh Duggal, Roshni Chopra, Monica, Adah Sharma",,206
Nuvvunte Naa Jathaga,None,128,"Drama, Romance",5.5,2021,Sanjay Karlapudi,"Rajsekhar Aningi, Sreekanth Biroju, Rafiksha, Geethika Rathan",,191
...Jayate,None,,Drama,3.9,1997,Hansal Mehta,"Menekka Arora, Arun Bali, Abhay Bhargava, Kishore Kadam",,24
Ulta,None,123,Comedy,7.2,2019,Suresh Poduval,"Gokul Suresh, Prayaga Martin, Anusree, Ramesh Pisharody",,968
Orkut Oru Ormakoot,None,,Drama,,2012,"Manoj Kumar, 
Vinod Kumar","Ben Lalu Alex, Arjun Asokan, Harisree Asokan, Sasi Kalinga",,
Mukti,None,106,Drama,,2021,Rauxtion Yadav,"Vedant Kabra, Vijay Kabra, Jignya Prajapati",,
Kinnaripuzhayoram,Not Rated,123,Comedy,6.5,1994,K.K. Haridas,"Sreenivasan, Devayani, Jagathi Sreekumar, Janardanan",,77
Mere Sajna,None,,"Drama, Romance",6.8,1975,Kewal Kumar,"Navin Nischol, Rakhee Gulzar, Ajit Khan, Helen",,12
Sai Darshan... Ek Anubhav,None,,Biography,,2010,Sandeep Naware,"Sharad Ponkshe, Ramesh Bhatkar, Sudhir Dalvi, Aishwarya Narkar",,
Hitler Kalyana,None,19,Drama,,2021,,"Dileep Raj, Deepika Aradhya, Malaika Vasupal, Vidya Murthy",,
Kachehari,None,,Action,6.4,1994,Ravindra Peepat,"Gurdas Maan, Rama Vij, Yograj Singh, Shagufta Ali",,17
The Grey,None,90,"Drama, Mystery",6.6,2020,Tushar Waghela,"Tarush Waghela, Vishay Waghela, Yashwant Anand Gupta, Amrik Shrivastav",,313
A Bitter Pill,None,12,"Short, Drama",9.0,2018,Ashutosh Jha,"Nitish Chaubey, Krish Dhangar, Puja Jha, Mac",,11
Ritu,None,138,"Drama, Family",7.2,2009,Shyamaprasad,"Nishan, Rima Kallingal, Asif Ali, M.G. Sasi",,377
Bhadar Tara Vehata Paani,None,,Drama,8.2,1976,Ravindra Dave,"Nalin Dave, Ramesh Mehta, Arvind Rathod, Snehlata",,12
Gunwali Dulhaniya,None,114,"Comedy, Romance",3.4,2019,Shantanu Anant Tambe,"Kanchan Awasthi, Mayur Kumar, Elvis Chaturvedi, Tushar Acharya",,25
Khooni Raat,None,,"Horror, Mystery",5.5,1991,,"Beena Banerjee, Sahil Chaddha, Sahila Chaddha, Javed Khan Amrohi",,33
Chorni,Not Rated,149,"Comedy, Drama",5.2,1982,Jyoti Swaroop,"Jeetendra, Neetu Singh, Shreeram Lagoo, Indrani Mukherjee",,49
Humraaz,None,,Drama,,2021,,"Lakshya Handa, Himanshu, Priyanka Upadhyay",,
Viral Sebi,None,,None,,2022,Vidhu Vincent,"Sudeep Koshy, Meera Hamed, Joy Mathew, Namitha Pramod",,
Nirnayak,None,,"Action, Romance, Thriller",6.8,1997,Anil Wasia,"Indrani Banerjee, Rakesh Bedi, Baby Aastha, Indrani Mukherjee",,11
Memsahab,None,,Thriller,7.0,2008,Arshad Siddiqui,"Shahnawaz Baqal, Shatakshi Gupta, Rajeeta Kochhar, Amit Misra",,5
Do Gulab,None,,"Drama, Romance",7.0,1983,Durai,"Vijay Arora, Rakesh Bedi, Dilip Dhawan, Kunal Goswami",,11
The Smoker,None,,Horror,,2022,Karan Upadhyay,"Vishal Anand, Divya Mishra, Shailendra Mishra, Karan Upadhyay",,
Cinderella,None,,Talk-Show,,2014,,Maxx Walker-Bolton,,
Miss Bombay,None,,"Drama, Family, Romance",,1957,Kedar Kapoor,"Nalini Jaywant, Ajit Khan, Rehman Khan, Vijayalaxmi",,
Mane Lagi Re Lagan Tara Prem Ni,None,,Action,,2022,Ashok Ghosh,"Rakesh Barot, Jay Dodiya, Pooja Ghosh, Jeet Kumar",,
Mardangi,None,,"Action, Thriller",,1988,S.R. Pratap,"Aman Virk, Hemant Birje, Dara Singh Randhawa, Archana Joglekar",,
Kanika,None,7,"Short, Crime",8.1,2018,Pranav Bhasin,"Nidhi Bisht, Ruhi Khan, Jyotika Kukrety, Hemaraj",,15
Born Behind Bars,None,52,Documentary,,2016,,Malati Rao,,
Love Game,None,146,Drama,,,Sathya Narayanan,"Prabhu Deva, Gajala, Livingstone, Venniradai Moorthy",,
Savaari,None,140,"Drama, Romance",7.9,2009,Jacob Varghese,"Srinagar Kitty, Raghu Mukherjee, Kamalinee Mukherjee, Milind Gunaji",,29
Chinese Bhasad,None,,Comedy,6.4,2016,,"Yashpal Sharma, Jameel Khan, Perneet Chauhan, Naveen Polishetty",,46
Veer Yodha Prithviraj Chauhan,None,85,"Animation, Action, Drama",7.9,2008,Rakesh Prasad,"Mugdha Chaphekar, Pandiit GGaaurav Gautam, Anup Shukla",,44
Aghatit,None,19,"Short, Thriller",,2020,"Amritanshu, 
Narendra Jagte","Amravathi, M.N. Arvind, Rachel Saanchita Gupta, Manoj Kumar",,
Adbhoot,None,,Drama,,2013,Sayantan Mukherjee,"Paran Banerjee, Biswanath Basu, Soumitra Chatterjee, Kharaj Mukherjee",,
Mundhinam Paartheney,None,,"Comedy, Romance",7.8,2010,Magizh Thirumeni,"Ekta Khosla, Lizna, Pooja, Sai Prashanth",,21
Leke Pehla Pehla Pyar,None,,"Short, Romance",,2004,,Deepal Shaw,,
Gauri Ganesha,None,148,"Comedy, Drama",8.4,1991,H.S. Phani Ramchandra,"Anant Nag, Vinaya Prasad, Mukhyamantri Chandru, Shruti",,469
Chalees Feet: 40 Feet,None,14,"Short, Drama",,2013,Hemant Awtade,"Shyam Mate, Pramitee Narke",,
Emiway: Khatam Hue Waande,None,3,Music,8.2,2020,Rayhaan Patni,"Emiway Bantai, Swaalina",,5
Ennavale,None,,Romance,4.8,2001,,"Madhavan, Manivannan, Rudra, Sneha",,77
Munimji,Not Rated,124,Drama,4.6,1972,Jugal Kishore,"Anil Dhawan, Yogeeta Bali, Ramesh Deo, Ranjan",,9
Betaabi,None,188,"Drama, Romance",4.7,1997,Rajesh Ram Singh,"Chandrachur Singh, Arshad Warsi, Anjala Zaveri, Mayuri Kango",,116
Singhsta Feat. Yo Yo Honey Singh: Gaddi Neevi,None,3,Music,,2021,Mihir Gulati,"Henna Alaggh, Janvi Bhatia, Yo Yo Honey Singh, Singhsta",,
Eeran Sandhya,None,,Drama,7.5,1985,Jeassy,"Mammootty, Rahman, Shobana, Jose Prakash",,15
Didi,None,27,"Short, Comedy, Drama",,2022,Madhura Dalimbkar,"Ajeet Singh Palawat, Ketaki Kulkarni, Parna Pethe, Aarohi Vakil",,
Kali kali zulfon,None,,Music,,2022,Ajinkya Bhagwat,Madhur Sharma,,
Athithi,None,135,Thriller,6.6,2014,Bharathan,"Nandha, Nikesh Ram, Ananya, Varsha Ashwathi",,61
Lipstick,None,20,"Drama, Romance",,2002,,"Alyy Khan, Kruttika Desai, Nigaar Khan, Shweta Salve",,
Saat Sawal Yane Haatim Tai,None,,"Action, Adventure, Drama",,1971,Babubhai Mistry,"Naval Kumar, Heena Kumari, Sujata, Jayshree Talpade",,
Backwaters,None,,"Drama, Thriller",,2022,,Abhinav Thakur,,
Dr. Pasupathy,None,130,Comedy,6.8,1990,Shaji Kailas,"Innocent, Parvathi, Nedumudi Venu, Rizabawa",,154
Gajaar: Journey of the Soul,None,114,Drama,8.6,2011,Ajit P. Bhairavkar,"Sanjiv Chopra, Umesh Jagtap, Chinmay Mandlekar, Suhas Sirsat",,59
Aan milo sajna embrace the darkness,None,27,"Short, Horror",9.5,2022,Puneet Pawar,"Rohit Naroliya, Devangi Saxena, Shaan Singh",,10
Ice Orathi,None,101,Drama,6.0,2021,Akhil Kavungal,"Hareesh Peradi, Neeraja, Nirmal Palazhi, Binu Pappu",,44
Vellore Maavattam,Not Rated,144,"Action, Crime",5.9,2011,R.N.R. Manohar,"Shamna Kasim, G.M. Kumar, Mayilsamy, Nandha",,32
Kante Koothurne Kanu,None,,Drama,6.2,1998,Dasari Narayana Rao,"Ramya Krishnan, Dasari Narayana Rao, Jayasudha, A.V.S. Subramanyam",,24
Letha Manasulu,None,177,Drama,8.0,1966,"R. Krishnan, 
S. Panju","Jamuna, Varalakshmi G., Relangi Venkatramaiah, Kutty Padmini",,23
Sringaravelan,None,170,Comedy,3.2,2013,Jose Thomas,"Anjana Appukuttan, Anju Aravind, Chempil Asokan, Ponnamma Babu",,269
Matthe Mungaaru,None,,Drama,7.4,2010,Raghav Dwarki,"Ambarish, Roopa Devi, Nataraj Enigi, Mateen Hussain",,5
Achhut Kanya,None,142,"Drama, Musical, Romance",6.4,1936,Franz Osten,"Devika Rani, Ashok Kumar, Monorama, Pramila",,137
Magudam,None,152,None,5.5,1992,Prathap Pothen,"Bhanupriya, Goundamani, Gowthami, Aachi Manorama",,12
Jebu Donga,None,138,None,,1975,V. Madhusudan Rao,"Sobhan Babu, Jayasudha, Murali Mohan",,
My Japanese Niece,None,,War,,,Mohen Naorem,"Bijou Thaangjam, Junichi Kajioka, Tomoko Hayakawa, Shunsaku Kudô",,
Suvashini,None,,None,,1961,Raja Paranjpe,"Indira Chitnis, Ramesh Deo, Seema Deo, Chandrakant Gokhale",,
Ek Nari Ek Brahmachari,None,,"Comedy, Drama",6.2,1971,Kolli Pratyagatma,"Mumtaz Askari, Jeetendra, B.B. Bhalla, Birbal",,32
Lockdown,None,,Drama,,2020,,Samrat,,
Rendu Rella Aaru,None,,Comedy,7.7,1985,Jandhyala,"Chandramohan, Rajendra Prasad, Rajani, Suthi Veerabhadra Rao",,89
Khoon Ka Rishta,None,117,Action,4.1,1981,Samir Ganguly,"Jeetendra, Neetu Singh, Amjad Khan, Pran Sikand",,11
Mitran Nu Shaunk Hathyaran Da,None,127,Action,6.9,2019,"Sagar Sharma, 
Sagar S. Sharma","Siddhi Ahuja, Kumar Ajay, Preet Baath, Mohit Bhaskar",,18
Money Money,None,152,"Action, Comedy, Drama",6.9,1995,"Siva Nageshwara Rao, 
Krishna Vamsi","Jayasudha, Kota Srinivasa Rao, J.D. Chakravarthi, Chinna",,163
Khazanchi,TV-G,51,Romance,5.8,1958,Prem Narayan Arora,"Shyama, Balraj Sahni, Chitra, Helen",,17
Jamai Raja,None,,Drama,,2009,Swapan Saha,"Riya Mukherjee, Prasenjit Chatterjee, Pouli Dam, Anu Mallick",,
Akorik,None,109,Drama,,2022,Tathagata Bhattacherjee,"Victor Banerjee, Rituparna Sengupta, Anuradha Roy, Master Ankan Mallick",,
Jeevan Sandhya,None,,Drama,8.8,1984,Pravin Bhatt,"Anupam Kher, Jatin Malhotra, Sangeeta Naik, Asha Parekh",,13
Preet Ka Daman 2,None,,Family,,2021,Vishnu Shankar Belu,"Anshuman, Sanket Pathak, Sanjana",,
Seasoned with Love,None,,"Short, Drama",6.3,2019,Lakshmi R. Iyer,"Sudhanshu Pandey, Flora Saini, Richa Soni",,7
Sammaan Ek Adhikaar,None,22,Drama,8.4,2011,,"Sagarika Neha, Neelam Mehra, Mazher Sayed, Bharat Chawda",,8
Morcha marathi movie,None,,Drama,6.7,2017,Akhil Desai,"Sanjay Khapre, Prashant Neman, Uday Sabnis",,6
Sati Savitri,None,,Fantasy,,1981,Subba Rao B.A.,"N.T. Rama Rao, Pandari Bai, Anjali Devi, Dhulipala",,
Yo Yo Honey Singh: Urvashi,None,4,Music,6.6,2018,Gifty,"Kiara Advani, Shahid Kapoor, Yo Yo Honey Singh",,96
Sleepless in Bandra,None,,Mystery,,2022,Ajinkya Narkar,"Ajinkya Narkar, Jessica Patel",,
Bansi Birju,None,116,"Drama, Romance",5.3,1972,Prakash Verma,"Amitabh Bachchan, Jaya Bachchan, Nigar Sultana, Ramesh Deo",,58
Purvanchal Diaries,None,,Crime,8.5,2021,,"Rahul Sharma, Manish Prakhar, Nilay Mitash, Manoj Bakshi",,11
Prem Tapasya,Not Rated,137,"Drama, Romance",6.1,1983,Dasari Narayana Rao,"Jeetendra, Rekha, Reena Roy, Prem Chopra",,30
Super Bheem,None,,Animation,4.8,2017,,,,23
Baa Bega Chandamama,None,137,Drama,,2008,H.G. Murali,"Deepak, Chitra Shenoy",,
Dharani Mandala Madhyadolage,Not Rated,146,Drama,7.6,1983,S.R. Puttana Kanagal,"Chandrahasa Alva, Pratima Devi, Basavaraj Gudigeri, Jai Jagdeesh",,31
Dattha,None,146,Drama,5.5,2006,Chi Gurudutt,"Darshan Thoogudeep, Vaijanath Biradar, Keerthi Chawla, Komal Kumar",,12
Railway Platform,None,162,"Comedy, Drama, Romance",7.5,1955,Ramesh Saigal,"Nalini Jaywant, Sheila Ramani, Johnny Walker, Sunil Dutt",,30
Dilli Ka Thug,None,,"Action, Comedy, Crime",7.1,1958,S.D. Narang,"Kishore Kumar, Nutan, Amar, Smriti Biswas",,75
Virudhagiri,Not Rated,143,Action,5.0,2010,Vijayakanth,"C. Arunpandian, Russell Geoffrey Banks, Santhana Bharathi, Chaams",,36
Chor Sipahee,None,138,"Action, Crime, Drama",5.9,1977,Prayag Raj,"Shashi Kapoor, Vinod Khanna, Parveen Babi, Shabana Azmi",,58
Mr. 100%,None,,"Mystery, Thriller",4.7,2006,Piyush Kumar,"Narendra Bedi, Mahima Chaudhry, Bobby Darling, Amin Gazi",,61
Jayasimha,None,,Drama,7.9,1955,Yoganand,"N.T. Rama Rao, Anjali Devi, S.V. Ranga Rao, Kanta Rao",,19
Debigarh e Garbar,None,,Mystery,5.4,2020,"Chitravanu Basu, 
Rajdeep Ghosh","Rahul Dev Bose, Payel Mukherjee, Kaushik Roy",,10
Love Lagna Locha,None,30,Comedy,8.8,2016,,"Saksham Kulkarni, Vivek Sangle, Omkar Govardhan, Ruchita Jadhav",,9
Sanjog,None,20,Drama,,,,"Rajat Dahiya, Rajneesh Duggal, Kamya Punjabi, Dolly Minhas",,
Agnidevan,Not Rated,138,"Drama, Musical",5.8,1995,Venu Nagavalli,"Mohanlal, Revathi, Devan, Bharat Gopy",,166
Kurukshetra,None,,"Action, Drama, History",6.9,1977,Kamalakara Kameshwara Rao,"Sobhan Babu, Krishna, Krishnamraju, Kaikala Satyanarayana",,43
Blood Brothers,None,13,"Short, Drama, Thriller",8.2,2007,Vishal Bhardwaj,"Jazzy Doe, Siddharth, Pawan Malhotra, Tuhina Vohra",,203
Tales from the Planet Kolkota,None,37,"Documentary, Short, Comedy",6.2,1993,Ruchir Joshi,"Tony Cokes, Ruchir Joshi, Loic, Paritosh Sau",,8
Savitribai Phule,None,,None,9.0,2018,Vishal Raj,"Suchendra Prasad, Tara",,5
ON-Telugu Short Film,None,,"Short, Drama",7.3,2012,Ranjith Pasam,"Navya Chowdary, Shadrach Joshi, Shorn Rebecca",,6
Friends,None,179,Comedy,,2002,M.D. Sridhar,"Master Anand, Rekha Das, Mimicry Dayanand, Sanketh Kashi",,
Emiway: Firse Machayenge,None,4,Music,8.4,2020,Nishan Bhujel,"Emiway Bantai, Swaalina",,36
Paranormal Evil,None,122,"Horror, Thriller",5.9,2020,Kukku Surendran,"Gautami, Meera Nair, Sini Abraham, Nithya Naresh",,76
Karthik Rodriguez: Canteen,None,3,Music,6.0,2019,Bharat Kamma,"Vijay Deverakonda, Rashmika Mandanna, Karthik Rodriguez",,18
Karwa Chouth,Not Rated,120,"Drama, Fantasy",,1978,Ram Lal Hans,"Agha, Master Bhagwan, Jagdev Bhambri, Dinesh Chaturvedi",,
Passport,Not Rated,127,"Crime, Drama",7.5,1961,Pramod Chakravorty,"Madhubala, Pradeep Kumar, K.N. Singh, Nasir Hussain",,37
Naag Panchami,None,,"Fantasy, Musical",,1953,Raman B. Desai,"Nirupa Roy, Manher Desai, Durga Khote, Bipin Gupta",,
Meenathil Thalikettu,None,,"Comedy, Drama, Family",6.7,1998,Rajan Sankaradi,"Elias Babu, Adoor Bhawani, Dileep, Meena Ganesh",,300
Pudhu Paatu,None,,None,4.5,1990,,"Goundamani, Ramya Krishnan, Livingston, Rajeev",,8
Yugantar,None,,Drama,,1995,,"Beena Banerjee, Anil Chatterjee, Mohan Gokhale, Rajit Kapoor",,
Mundhanai Mudichu,None,22,Drama,,2010,,"Delhi Kumar, Kuyili, Sreeja Chandran, Shree Durga",,
Untitled Nawazuddin Siddiqui Series,None,,History,,,,"Nawazuddin Siddiqui, Jaya Ahsan",,
Katha Sagar,None,,Drama,7.9,1986,,"Beena Banerjee, Ajit Vachani, Saeed Jaffrey, Shashi Puri",,58
Half Ticket,None,25,"Short, Comedy, Romance",7.6,2017,Prathamesh Patil,"Hariman Dhanjal, Naveen Kasturia, Gunjan Malhotra, Sanjay Nath",,40
Kalamandalam Hyderali,None,118,Drama,8.1,2020,Kiran G. Nath,"Asokan, Jayan Cherthala, Jayaprakash Kuloor, Paris Laxmi",,17
Do Sholay,None,145,Action,3.3,1977,Sukhdev Ahluwalia,"Narendra, Gauri Verma, Hiralal, Uma Khosla",,8
